,0,1,2
0,40.98541938,89.37214612,60634.95577
1,40.98436342,89.3652968,99241.41146
2,40.06310792,89.19178082,80278.24562
3,39.14856431,88.97488584,61311.23351
4,39.14750835,88.96803653,99917.6892
5,38.23871154,88.71689498,80948.97803
6,37.33919342,88.42694064,61975.05728
7,37.33813746,88.42009132,100581.513
8,36.44863895,88.03196347,81603.40829
9,35.57454509,87.52511416,62616.35646
10,35.57348913,87.51826484,101222.8121
11,34.71927634,86.8630137,82225.59696
12,33.89197861,86.03652968,63212.05549
13,33.89092265,86.02968037,101818.5112
14,33.09415638,85.07534247,82787.0506
15,32.33402987,83.95205479,63732.0247
16,32.33297391,83.94520548,102338.4804
17,31.61181467,82.68493151,83258.97628
18,30.93050671,81.55936073,64152.31755
19,30.92945074,81.55251142,102758.7732
20,30.28483212,80.24429224,83627.52557
21,29.68104656,78.91780822,64466.59902
22,29.6799906,78.9109589,103073.0547
23,29.11613238,77.43835616,83883.72503
24,28.59323357,75.97488584,64663.39843
25,28.59217761,75.96803653,103269.8541
26,28.10857137,74.51598174,84019.76314
27,27.66313097,73.10045662,64739.09613
28,27.66207501,73.09360731,103345.5518
29,27.2506919,71.66438356,84037.90408
30,26.87661009,70.1369863,64696.89144
31,26.87555413,70.13013699,103303.3471
32,26.53690774,68.61415525,83934.1141
33,26.23241648,67.16666667,64526.93559
34,26.23136052,67.15981735,103133.3913
35,25.95461866,65.88127854,83703.87659
36,25.70568959,64.51598174,64243.98265
37,25.70463363,64.50913242,102850.4383
38,25.48047056,63.34018265,83359.06176
39,25.27809136,62.26484018,63847.83163
40,25.27704482,62.25799087,102453.509
41,25.0867567,61.38127854,82921.26685
42,24.9127068,60.47945205,63362.96075
43,24.9072831,60.46118721,101966.8281
44,24.73449481,59.59589041,82389.27802
45,24.58828433,58.82191781,62812.91551
46,24.56549295,58.75570776,101411.5081
47,24.3948093,58.02054795,81826.88974
48,24.29224366,57.46347032,62249.06151
49,24.22213596,57.28538813,100831.2948
50,24.04243822,56.57762557,81040.57603
51,24.01355864,56.33789954,61523.00475
52,23.84826948,55.92009132,99886.7032
53,23.64124214,55.28310502,80378.13368
54,23.75375596,55.31506849,60927.55328
55,23.42209018,54.57762557,99507.69944
56,23.1955216,53.87442922,80068.99004
57,23.51464445,54.37899543,60657.78073
58,22.96303762,53.20547945,99271.09458
59,22.72018679,52.59817352,79911.45854
60,23.30529825,53.6369863,60490.09846
61,22.46839303,52.01826484,99198.77325
62,22.21020476,51.42465753,79907.28184
63,23.11514016,52.96575342,60427.74807
64,21.94508665,50.82648402,99270.53948
65,21.67340128,50.23059361,80036.97012
66,22.94066931,52.36757991,60450.93449
67,21.389502,49.6826484,99454.30743
68,21.10065376,49.11187215,80300.10557
69,22.77537355,51.87442922,60585.71101
70,20.81204517,48.48858447,99779.52482
71,20.51942604,47.9543379,80687.48169
72,22.62102352,51.46118721,60794.08098
73,20.21649526,47.42465753,100019.9939
74,19.91151182,46.87214612,80974.92074
75,22.48045281,51.0456621,61055.46326
76,19.59933581,46.32876712,100568.862
77,19.28103725,45.75342466,81567.45308
78,22.34952776,50.64840183,61379.83822
79,18.96545984,45.18493151,101193.7945
80,18.65802486,44.64840183,82212.13361
81,22.23142512,50.32191781,61739.64549
82,18.34609195,44.07990868,101853.8432
83,18.05372912,43.55707763,82879.26912
84,22.1219432,50.00913242,62142.69173
85,17.71434567,43.01826484,102555.7388
86,17.4591789,42.56164384,83607.08676
87,22.0213813,49.72146119,62574.8479
88,17.0638603,41.97031963,103324.3276
89,16.89211495,41.70776256,84362.26986
90,21.92819731,49.39726027,62838.33935
91,16.39392805,40.88356164,104130.2472
92,16.3760475,40.88584475,85130.1671
93,21.84151203,49.17351598,63313.70439
94,15.71957371,39.8173516,104734.8319
95,15.92285012,40.16438356,85655.21071
96,21.7596135,48.94292237,63803.66797
97,15.0474643,38.63242009,105533.2843
98,15.51466761,39.47945205,86377.54715
99,21.68387289,48.69634703,64316.09449
100,14.36707328,37.5456621,106332.0359
101,15.13852409,38.8652968,87097.39689
102,21.61335306,48.47945205,64826.91699
103,13.67319766,36.26027397,107138.6513
104,14.79233386,38.2716895,87814.07699
105,21.5458533,48.26255708,65353.26375
106,12.99907907,35.01369863,107881.0443
107,14.47441144,37.77625571,88528.89278
108,21.48335017,48.06849315,65885.97808
109,12.30208862,33.74657534,108633.5548
110,14.18657096,37.3173516,89230.37313
111,21.42464449,47.91552511,66430.27463
112,11.64815709,32.36986301,109314.0869
113,13.92779936,36.91780822,89923.39781
114,21.36895191,47.75799087,66980.71139
115,11.01417047,31.03424658,109941.2466
116,13.68624942,36.51141553,90614.80683
117,21.31583336,47.56392694,67538.32289
118,10.37620254,29.61415525,110577.1435
119,13.47585883,36.14611872,91300.89207
120,21.26732478,47.33789954,68105.36822
121,9.791619184,28.31278539,110971.9376
122,13.28431661,35.80365297,91975.04864
123,21.22181026,47.22146119,68675.99621
124,9.253198485,27.0913242,111571.4326
125,13.11742323,35.52283105,92638.91889
126,21.17874725,47.05251142,69251.39277
127,8.742332701,25.90410959,112190.3101
128,12.9690874,35.27625571,93291.12321
129,21.13770903,46.9543379,69829.98197
130,8.285975935,24.91324201,112795.4939
131,12.8416186,35.06849315,93951.0216
132,21.09900557,46.8196347,70413.96108
133,7.839870644,23.91552511,113414.453
