,0,1,2
0,2.496039738,6.582191781,346923.4226
1,0.438358488,3.337899543,145637.3861
2,0.409109161,2.885844749,180333.8197
3,3.257167115,8.118721461,281905.84
4,0.019450596,0.397260274,236614.5367
5,1.810263291,7.680365297,245540.8389
6,0.596007953,2.038812785,355662.6314
7,0.734845533,2.643835616,425094.4661
8,1.280387514,4.269406393,313397.9494
9,1.616956456,6.189497717,251543.63
10,0.016006792,0.310502283,309088.9916
11,0.286928206,1.99543379,409090.7721
12,0.453647102,2.093607306,212946.1614
13,0.017134667,0.342465753,322630.2588
14,1.00929007,3.294520548,275030.9017
15,0.484429652,2.422374429,130888.065
16,0.314402958,2.152968037,385255.5393
17,5.95620738,15.33789954,316136.862
18,0.618917917,1.901826484,163745.5103
19,1.220421211,4.038812785,206812.7625
20,0.114645605,0.815068493,188300.0352
21,0.020505673,0.413242009,187263.1471
22,0.001588413,0.020547945,271045.4845
23,1.140070541,3.753424658,263226.0487
24,0.033406727,0.381278539,414002.2202
25,3.701314876,10.77625571,130853.3946
26,6.638578392,20.53424658,101903.3494
27,3.168723682,7.753424658,292700.7777
28,0.1433607,1.148401826,443885.9319
29,0.062346694,0.260273973,371278.4759
30,1.274310348,4.237442922,447916.5158
31,0.313115994,2.171232877,205512.376
32,0.432918942,3.066210046,166361.2021
33,26.87613047,70.1347032,74348.86119
34,0.048515095,0.273972603,465499.1588
35,2.358285567,6.280821918,349519.6117
36,0.280509922,1.9543379,380681.982
37,1.292851566,4.187214612,446822.6253
38,0.000923062,0.011415525,341836.7972
39,3.409539857,8.643835616,263029.4557
40,0.001170912,0.01369863,296141.2999
41,1.372217635,4.4543379,428658.3349
42,0.002378834,0.038812785,427720.7811
43,2.138476559,5.835616438,371599.4869
44,0.005103284,0.102739726,338515.551
45,0.010013801,0.066210046,350240.3047
46,0.002238763,0.03196347,329093.681
47,0.016729307,0.303652968,302267.9252
48,0.128473443,0.876712329,236304.9408
49,0.301532372,1.146118721,228533.227
50,0.000962756,0.011415525,233214.9328
51,4.228588164,11.10045662,446168.8938
52,0.931139369,3.257990868,148234.1734
53,0.018442189,0.378995434,232849.3357
54,0.201017788,0.833333333,143970.9724
55,0.921216092,3.098173516,463328.9104
56,3.444842758,8.433789954,313392.2601
57,1.301886631,4.413242009,414966.1438
58,1.392780617,4.584474886,432468.5515
