,0,1,2
0,40.98541938,89.37214612,60634.95577
1,40.98493976,89.36986301,70286.92552
2,40.9844546,89.36757991,79938.81134
3,40.9844546,89.36757991,89590.08965
4,40.98436342,89.3652968,99241.41146
5,40.98426489,89.3652968,108892.7546
6,40.0640727,89.19634703,60974.39005
7,40.06359308,89.19406393,70626.35979
8,40.06310792,89.19178082,80278.24562
9,40.06310792,89.19178082,89929.52392
10,40.06301674,89.18949772,99580.84574
11,40.06291821,89.18949772,109232.1889
12,39.14856431,88.97488584,61311.23351
13,39.14808469,88.97260274,70963.20326
14,39.14759953,88.97031963,80615.08908
15,39.14759953,88.97031963,90266.36739
16,39.14750835,88.96803653,99917.6892
17,39.14740982,88.96803653,109569.0323
18,38.23967631,88.72146119,61645.12246
19,38.23919669,88.71917808,71297.09221
20,38.23871154,88.71689498,80948.97803
21,38.23871154,88.71689498,90600.25634
22,38.23862035,88.71461187,100251.5782
23,38.23852182,88.71461187,109902.9213
24,37.33919342,88.42694064,61975.05728
25,37.3387138,88.42465753,71627.02703
26,37.33822864,88.42237443,81278.91286
27,37.33822864,88.42237443,90930.19116
28,37.33813746,88.42009132,100581.513
29,37.33803893,88.42009132,110232.8561
30,36.44960372,88.03652968,62299.55272
31,36.4491241,88.03424658,71951.52247
32,36.44863895,88.03196347,81603.40829
33,36.44863895,88.03196347,91254.68659
34,36.44854776,88.02968037,100906.0084
35,36.44844923,88.02968037,110557.3515
36,35.57454509,87.52511416,62616.35646
37,35.57406547,87.52283105,72268.32621
38,35.57358032,87.52054795,81920.21203
39,35.57358032,87.52054795,91571.49033
40,35.57348913,87.51826484,101222.8121
41,35.5733906,87.51826484,110874.1553
42,34.72024112,86.86757991,62921.74139
43,34.7197615,86.8652968,72573.71114
44,34.71927634,86.8630137,82225.59696
45,34.71927634,86.8630137,91876.87526
46,34.71918516,86.86073059,101528.1971
47,34.71908663,86.86073059,111179.5402
48,33.89197861,86.03652968,63212.05549
49,33.89149899,86.03424658,72864.02523
50,33.89101384,86.03196347,82515.91106
51,33.89101384,86.03196347,92167.18936
52,33.89092265,86.02968037,101818.5112
53,33.89082412,86.02968037,111469.8543
54,33.09512116,85.07990868,63483.19502
55,33.09464154,85.07762557,73135.16477
56,33.09415638,85.07534247,82787.0506
57,33.09415638,85.07534247,92438.3289
58,33.0940652,85.07305936,102089.6507
59,33.09396666,85.07305936,111740.9938
60,32.33402987,83.95205479,63732.0247
61,32.33355025,83.94977169,73383.99445
62,32.33306509,83.94748858,83035.88028
63,32.33306509,83.94748858,92687.15858
64,32.33297391,83.94520548,102338.4804
65,32.33287538,83.94520548,111989.8235
66,31.61277944,82.68949772,63955.12071
67,31.61229982,82.68721461,73607.09046
68,31.61181467,82.68493151,83258.97628
69,31.61181467,82.68493151,92910.25459
70,31.61172348,82.6826484,102561.5764
71,31.61162495,82.6826484,112212.9195
72,30.93050671,81.55936073,64152.31755
73,30.93002709,81.55707763,73804.2873
74,30.92954193,81.55479452,83456.17312
75,30.92954193,81.55479452,93107.45143
76,30.92945074,81.55251142,102758.7732
77,30.92935221,81.55251142,112410.1164
78,30.2857969,80.24885845,64323.66999
79,30.28531728,80.24657534,73975.63974
80,30.28483212,80.24429224,83627.52557
81,30.28483212,80.24429224,93278.80387
82,30.28474094,80.24200913,102930.1257
83,30.28464241,80.24200913,112581.4688
84,29.68104656,78.91780822,64466.59902
85,29.68056694,78.91552511,74118.56876
86,29.68008178,78.91324201,83770.45459
87,29.68008178,78.91324201,93421.73289
88,29.6799906,78.9109589,103073.0547
89,29.67989207,78.9109589,112724.3978
90,29.11709715,77.44292237,64579.86946
91,29.11661753,77.44063927,74231.8392
92,29.11613238,77.43835616,83883.72503
93,29.11613238,77.43835616,93535.00333
94,29.11604119,77.43607306,103186.3251
95,29.11594266,77.43607306,112837.6683
96,28.59323357,75.97488584,64663.39843
97,28.59275395,75.97260274,74315.36818
