,0,1,2,3
25426,1.0,15.0,127.0,19.0
25427,1.0,15.0,127.0,22.0
25428,1.0,15.0,127.0,25.0
25429,1.0,15.0,127.0,28.0
25430,1.0,15.0,128.0,1.0
25431,1.0,15.0,128.0,4.0
25432,1.0,15.0,128.0,7.0
25433,1.0,15.0,128.0,10.0
25434,1.0,15.0,128.0,13.0
25435,1.0,15.0,128.0,16.0
25436,1.0,15.0,128.0,19.0
25437,1.0,15.0,128.0,22.0
25438,1.0,15.0,128.0,25.0
25439,1.0,15.0,128.0,28.0
25440,1.0,15.0,129.0,1.0
25441,1.0,15.0,129.0,4.0
25442,1.0,15.0,129.0,7.0
25443,1.0,15.0,129.0,10.0
25444,1.0,15.0,129.0,13.0
25445,1.0,15.0,129.0,16.0
25446,1.0,15.0,129.0,19.0
25447,1.0,15.0,129.0,22.0
25448,1.0,15.0,129.0,25.0
25449,1.0,15.0,129.0,28.0
25450,1.0,15.0,130.0,1.0
25451,1.0,15.0,130.0,4.0
25452,1.0,15.0,130.0,7.0
25453,1.0,15.0,130.0,10.0
25454,1.0,15.0,130.0,13.0
25455,1.0,15.0,130.0,16.0
25456,1.0,15.0,130.0,19.0
25457,1.0,15.0,130.0,22.0
25458,1.0,15.0,130.0,25.0
25459,1.0,15.0,130.0,28.0
25460,1.0,15.0,131.0,1.0
25461,1.0,15.0,131.0,4.0
25462,1.0,15.0,131.0,7.0
25463,1.0,15.0,131.0,10.0
25464,1.0,15.0,131.0,13.0
25465,1.0,15.0,131.0,16.0
25466,1.0,15.0,131.0,19.0
25467,1.0,15.0,131.0,22.0
25468,1.0,15.0,131.0,25.0
25469,1.0,15.0,131.0,28.0
25470,1.0,15.0,132.0,1.0
25471,1.0,15.0,132.0,4.0
25472,1.0,15.0,132.0,7.0
25473,1.0,15.0,132.0,10.0
25474,1.0,15.0,132.0,13.0
25475,1.0,15.0,132.0,16.0
25476,1.0,15.0,132.0,19.0
25477,1.0,15.0,132.0,22.0
25478,1.0,15.0,132.0,25.0
25479,1.0,15.0,132.0,28.0
25480,1.0,15.0,133.0,1.0
25481,1.0,15.0,133.0,4.0
25482,1.0,15.0,133.0,7.0
25483,1.0,15.0,133.0,10.0
25484,1.0,15.0,133.0,13.0
25485,1.0,15.0,133.0,16.0
25486,1.0,15.0,133.0,19.0
25487,1.0,15.0,133.0,22.0
25488,1.0,15.0,133.0,25.0
25489,1.0,15.0,133.0,28.0
25490,1.0,15.0,134.0,1.0
25491,1.0,15.0,134.0,4.0
25492,1.0,15.0,134.0,7.0
25493,1.0,15.0,134.0,10.0
25494,1.0,15.0,134.0,13.0
25495,1.0,15.0,134.0,16.0
25496,1.0,15.0,134.0,19.0
25497,1.0,15.0,134.0,22.0
25498,1.0,15.0,134.0,25.0
25499,1.0,15.0,134.0,28.0
25500,1.0,15.0,135.0,1.0
25501,1.0,15.0,135.0,4.0
25502,1.0,15.0,135.0,7.0
25503,1.0,15.0,135.0,10.0
25504,1.0,15.0,135.0,13.0
25505,1.0,15.0,135.0,16.0
25506,1.0,15.0,135.0,19.0
25507,1.0,15.0,135.0,22.0
25508,1.0,15.0,135.0,25.0
25509,1.0,15.0,135.0,28.0
25510,1.0,15.0,136.0,1.0
25511,1.0,15.0,136.0,4.0
25512,1.0,15.0,136.0,7.0
25513,1.0,15.0,136.0,10.0
25514,1.0,15.0,136.0,13.0
25515,1.0,15.0,136.0,16.0
25516,1.0,15.0,136.0,19.0
25517,1.0,15.0,136.0,22.0
25518,1.0,15.0,136.0,25.0
25519,1.0,15.0,136.0,28.0
25520,1.0,15.0,137.0,1.0
25521,1.0,15.0,137.0,4.0
25522,1.0,15.0,137.0,7.0
25523,1.0,15.0,137.0,10.0
25524,1.0,15.0,137.0,13.0
25525,1.0,15.0,137.0,16.0
25526,1.0,15.0,137.0,19.0
25527,1.0,15.0,137.0,22.0
25528,1.0,15.0,137.0,25.0
25529,1.0,15.0,137.0,28.0
25530,1.0,15.0,138.0,1.0
25531,1.0,15.0,138.0,4.0
25532,1.0,15.0,138.0,7.0
25533,1.0,15.0,138.0,10.0
25534,1.0,15.0,138.0,13.0
25535,1.0,15.0,138.0,16.0
25536,1.0,15.0,138.0,19.0
25537,1.0,15.0,138.0,22.0
25538,1.0,15.0,138.0,25.0
25539,1.0,15.0,138.0,28.0
25540,1.0,15.0,139.0,1.0
25541,1.0,15.0,139.0,4.0
25542,1.0,15.0,139.0,7.0
25543,1.0,15.0,139.0,10.0
25544,1.0,15.0,139.0,13.0
25545,1.0,15.0,139.0,16.0
25546,1.0,15.0,139.0,19.0
25547,1.0,15.0,139.0,22.0
25548,1.0,15.0,139.0,25.0
25549,1.0,15.0,139.0,28.0
25550,1.0,15.0,140.0,1.0
25551,1.0,15.0,140.0,4.0
25552,1.0,15.0,140.0,7.0
25553,1.0,15.0,140.0,10.0
25554,1.0,15.0,140.0,13.0
25555,1.0,15.0,140.0,16.0
25556,1.0,15.0,140.0,19.0
25557,1.0,15.0,140.0,22.0
25558,1.0,15.0,140.0,25.0
25559,1.0,15.0,140.0,28.0
25560,1.0,15.0,141.0,1.0
25561,1.0,15.0,141.0,4.0
25562,1.0,15.0,141.0,7.0
25563,1.0,15.0,141.0,10.0
25564,1.0,15.0,141.0,13.0
25565,1.0,15.0,141.0,16.0
25566,1.0,15.0,141.0,19.0
25567,1.0,15.0,141.0,22.0
25568,1.0,15.0,141.0,25.0
25569,1.0,15.0,141.0,28.0
25570,1.0,15.0,142.0,1.0
25571,1.0,15.0,142.0,4.0
25572,1.0,15.0,142.0,7.0
25573,1.0,15.0,142.0,10.0
25574,1.0,15.0,142.0,13.0
25575,1.0,15.0,142.0,16.0
25576,1.0,15.0,142.0,19.0
25577,1.0,15.0,142.0,22.0
25578,1.0,15.0,142.0,25.0
25579,1.0,15.0,142.0,28.0
25580,1.0,15.0,143.0,1.0
25581,1.0,15.0,143.0,4.0
25582,1.0,15.0,143.0,7.0
25583,1.0,15.0,143.0,10.0
25584,1.0,15.0,143.0,13.0
25585,1.0,15.0,143.0,16.0
25586,1.0,15.0,143.0,19.0
25587,1.0,15.0,143.0,22.0
25588,1.0,15.0,143.0,25.0
25589,1.0,15.0,143.0,28.0
25590,1.0,15.0,144.0,1.0
25591,1.0,15.0,144.0,4.0
25592,1.0,15.0,144.0,7.0
25593,1.0,15.0,144.0,10.0
25594,1.0,15.0,144.0,13.0
25595,1.0,15.0,144.0,16.0
25596,1.0,15.0,144.0,19.0
25597,1.0,15.0,144.0,22.0
25598,1.0,15.0,144.0,25.0
25599,1.0,15.0,144.0,28.0
25600,1.0,15.0,145.0,1.0
25601,1.0,15.0,145.0,4.0
25602,1.0,15.0,145.0,7.0
25603,1.0,15.0,145.0,10.0
25604,1.0,15.0,145.0,13.0
25605,1.0,15.0,145.0,16.0
25606,1.0,15.0,145.0,19.0
25607,1.0,15.0,145.0,22.0
25608,1.0,15.0,145.0,25.0
25609,1.0,15.0,145.0,28.0
25610,1.0,15.0,146.0,1.0
25611,1.0,15.0,146.0,4.0
25612,1.0,15.0,146.0,7.0
25613,1.0,15.0,146.0,10.0
25614,1.0,15.0,146.0,13.0
25615,1.0,15.0,146.0,16.0
25616,1.0,15.0,146.0,19.0
25617,1.0,15.0,146.0,22.0
25618,1.0,15.0,146.0,25.0
25619,1.0,15.0,146.0,28.0
25620,1.0,15.0,147.0,1.0
25621,1.0,15.0,147.0,4.0
25622,1.0,15.0,147.0,7.0
25623,1.0,15.0,147.0,10.0
25624,1.0,15.0,147.0,13.0
25625,1.0,15.0,147.0,16.0
25626,1.0,15.0,147.0,19.0
25627,1.0,15.0,147.0,22.0
25628,1.0,15.0,147.0,25.0
25629,1.0,15.0,147.0,28.0
25630,1.0,15.0,148.0,1.0
25631,1.0,15.0,148.0,4.0
25632,1.0,15.0,148.0,7.0
25633,1.0,15.0,148.0,10.0
25634,1.0,15.0,148.0,13.0
25635,1.0,15.0,148.0,16.0
25636,1.0,15.0,148.0,19.0
25637,1.0,15.0,148.0,22.0
25638,1.0,15.0,148.0,25.0
25639,1.0,15.0,148.0,28.0
25640,1.0,15.0,149.0,1.0
25641,1.0,15.0,149.0,4.0
25642,1.0,15.0,149.0,7.0
25643,1.0,15.0,149.0,10.0
25644,1.0,15.0,149.0,13.0
25645,1.0,15.0,149.0,16.0
25646,1.0,15.0,149.0,19.0
25647,1.0,15.0,149.0,22.0
25648,1.0,15.0,149.0,25.0
25649,1.0,15.0,149.0,28.0
25650,1.0,15.0,150.0,1.0
25651,1.0,15.0,150.0,4.0
25652,1.0,15.0,150.0,7.0
25653,1.0,15.0,150.0,10.0
25654,1.0,15.0,150.0,13.0
25655,1.0,15.0,150.0,16.0
25656,1.0,15.0,150.0,19.0
25657,1.0,15.0,150.0,22.0
25658,1.0,15.0,150.0,25.0
25659,1.0,15.0,150.0,28.0
25660,1.0,15.0,151.0,1.0
25661,1.0,15.0,151.0,4.0
25662,1.0,15.0,151.0,7.0
25663,1.0,15.0,151.0,10.0
25664,1.0,15.0,151.0,13.0
25665,1.0,15.0,151.0,16.0
25666,1.0,15.0,151.0,19.0
25667,1.0,15.0,151.0,22.0
25668,1.0,15.0,151.0,25.0
25669,1.0,15.0,151.0,28.0
25670,1.0,15.0,152.0,1.0
25671,1.0,15.0,152.0,4.0
25672,1.0,15.0,152.0,7.0
25673,1.0,15.0,152.0,10.0
25674,1.0,15.0,152.0,13.0
25675,1.0,15.0,152.0,16.0
25676,1.0,15.0,152.0,19.0
25677,1.0,15.0,152.0,22.0
25678,1.0,15.0,152.0,25.0
25679,1.0,15.0,152.0,28.0
25680,1.0,15.0,153.0,1.0
25681,1.0,15.0,153.0,4.0
25682,1.0,15.0,153.0,7.0
25683,1.0,15.0,153.0,10.0
25684,1.0,15.0,153.0,13.0
25685,1.0,15.0,153.0,16.0
25686,1.0,15.0,153.0,19.0
25687,1.0,15.0,153.0,22.0
25688,1.0,15.0,153.0,25.0
25689,1.0,15.0,153.0,28.0
25690,1.0,15.0,154.0,1.0
25691,1.0,15.0,154.0,4.0
25692,1.0,15.0,154.0,7.0
25693,1.0,15.0,154.0,10.0
25694,1.0,15.0,154.0,13.0
25695,1.0,15.0,154.0,16.0
25696,1.0,15.0,154.0,19.0
25697,1.0,15.0,154.0,22.0
25698,1.0,15.0,154.0,25.0
25699,1.0,15.0,154.0,28.0
25700,1.0,15.0,155.0,1.0
25701,1.0,15.0,155.0,4.0
25702,1.0,15.0,155.0,7.0
25703,1.0,15.0,155.0,10.0
25704,1.0,15.0,155.0,13.0
25705,1.0,15.0,155.0,16.0
25706,1.0,15.0,155.0,19.0
25707,1.0,15.0,155.0,22.0
25708,1.0,15.0,155.0,25.0
25709,1.0,15.0,155.0,28.0
25710,1.0,15.0,156.0,1.0
25711,1.0,15.0,156.0,4.0
25712,1.0,15.0,156.0,7.0
25713,1.0,15.0,156.0,10.0
25714,1.0,15.0,156.0,13.0
25715,1.0,15.0,156.0,16.0
25716,1.0,15.0,156.0,19.0
25717,1.0,15.0,156.0,22.0
25718,1.0,15.0,156.0,25.0
25719,1.0,15.0,156.0,28.0
25720,1.0,15.0,157.0,1.0
25721,1.0,15.0,157.0,4.0
25722,1.0,15.0,157.0,7.0
25723,1.0,15.0,157.0,10.0
25724,1.0,15.0,157.0,13.0
25725,1.0,15.0,157.0,16.0
25726,1.0,15.0,157.0,19.0
25727,1.0,15.0,157.0,22.0
25728,1.0,15.0,157.0,25.0
25729,1.0,15.0,157.0,28.0
25730,1.0,15.0,158.0,1.0
25731,1.0,15.0,158.0,4.0
25732,1.0,15.0,158.0,7.0
25733,1.0,15.0,158.0,10.0
25734,1.0,15.0,158.0,13.0
25735,1.0,15.0,158.0,16.0
25736,1.0,15.0,158.0,19.0
25737,1.0,15.0,158.0,22.0
25738,1.0,15.0,158.0,25.0
25739,1.0,15.0,158.0,28.0
25740,1.0,15.0,159.0,1.0
25741,1.0,15.0,159.0,4.0
25742,1.0,15.0,159.0,7.0
25743,1.0,15.0,159.0,10.0
25744,1.0,15.0,159.0,13.0
25745,1.0,15.0,159.0,16.0
25746,1.0,15.0,159.0,19.0
25747,1.0,15.0,159.0,22.0
25748,1.0,15.0,159.0,25.0
25749,1.0,15.0,159.0,28.0
25750,1.0,15.0,160.0,1.0
25751,1.0,15.0,160.0,4.0
25752,1.0,15.0,160.0,7.0
25753,1.0,15.0,160.0,10.0
25754,1.0,15.0,160.0,13.0
25755,1.0,15.0,160.0,16.0
25756,1.0,15.0,160.0,19.0
25757,1.0,15.0,160.0,22.0
25758,1.0,15.0,160.0,25.0
25759,1.0,15.0,160.0,28.0
25760,1.0,16.0,0.0,1.0
25761,1.0,16.0,0.0,4.0
25762,1.0,16.0,0.0,7.0
25763,1.0,16.0,0.0,10.0
25764,1.0,16.0,0.0,13.0
25765,1.0,16.0,0.0,16.0
25766,1.0,16.0,0.0,19.0
25767,1.0,16.0,0.0,22.0
25768,1.0,16.0,0.0,25.0
25769,1.0,16.0,0.0,28.0
25770,1.0,16.0,1.0,1.0
25771,1.0,16.0,1.0,4.0
25772,1.0,16.0,1.0,7.0
25773,1.0,16.0,1.0,10.0
25774,1.0,16.0,1.0,13.0
25775,1.0,16.0,1.0,16.0
25776,1.0,16.0,1.0,19.0
25777,1.0,16.0,1.0,22.0
25778,1.0,16.0,1.0,25.0
25779,1.0,16.0,1.0,28.0
25780,1.0,16.0,2.0,1.0
25781,1.0,16.0,2.0,4.0
25782,1.0,16.0,2.0,7.0
25783,1.0,16.0,2.0,10.0
25784,1.0,16.0,2.0,13.0
25785,1.0,16.0,2.0,16.0
25786,1.0,16.0,2.0,19.0
25787,1.0,16.0,2.0,22.0
25788,1.0,16.0,2.0,25.0
25789,1.0,16.0,2.0,28.0
25790,1.0,16.0,3.0,1.0
25791,1.0,16.0,3.0,4.0
25792,1.0,16.0,3.0,7.0
25793,1.0,16.0,3.0,10.0
25794,1.0,16.0,3.0,13.0
25795,1.0,16.0,3.0,16.0
25796,1.0,16.0,3.0,19.0
25797,1.0,16.0,3.0,22.0
25798,1.0,16.0,3.0,25.0
25799,1.0,16.0,3.0,28.0
25800,1.0,16.0,4.0,1.0
25801,1.0,16.0,4.0,4.0
25802,1.0,16.0,4.0,7.0
25803,1.0,16.0,4.0,10.0
25804,1.0,16.0,4.0,13.0
25805,1.0,16.0,4.0,16.0
25806,1.0,16.0,4.0,19.0
25807,1.0,16.0,4.0,22.0
25808,1.0,16.0,4.0,25.0
25809,1.0,16.0,4.0,28.0
25810,1.0,16.0,5.0,1.0
25811,1.0,16.0,5.0,4.0
25812,1.0,16.0,5.0,7.0
25813,1.0,16.0,5.0,10.0
25814,1.0,16.0,5.0,13.0
25815,1.0,16.0,5.0,16.0
25816,1.0,16.0,5.0,19.0
25817,1.0,16.0,5.0,22.0
25818,1.0,16.0,5.0,25.0
25819,1.0,16.0,5.0,28.0
25820,1.0,16.0,6.0,1.0
25821,1.0,16.0,6.0,4.0
25822,1.0,16.0,6.0,7.0
25823,1.0,16.0,6.0,10.0
25824,1.0,16.0,6.0,13.0
25825,1.0,16.0,6.0,16.0
25826,1.0,16.0,6.0,19.0
25827,1.0,16.0,6.0,22.0
25828,1.0,16.0,6.0,25.0
25829,1.0,16.0,6.0,28.0
25830,1.0,16.0,7.0,1.0
25831,1.0,16.0,7.0,4.0
25832,1.0,16.0,7.0,7.0
25833,1.0,16.0,7.0,10.0
25834,1.0,16.0,7.0,13.0
25835,1.0,16.0,7.0,16.0
25836,1.0,16.0,7.0,19.0
25837,1.0,16.0,7.0,22.0
25838,1.0,16.0,7.0,25.0
25839,1.0,16.0,7.0,28.0
25840,1.0,16.0,8.0,1.0
25841,1.0,16.0,8.0,4.0
25842,1.0,16.0,8.0,7.0
25843,1.0,16.0,8.0,10.0
25844,1.0,16.0,8.0,13.0
25845,1.0,16.0,8.0,16.0
25846,1.0,16.0,8.0,19.0
25847,1.0,16.0,8.0,22.0
25848,1.0,16.0,8.0,25.0
25849,1.0,16.0,8.0,28.0
25850,1.0,16.0,9.0,1.0
25851,1.0,16.0,9.0,4.0
25852,1.0,16.0,9.0,7.0
25853,1.0,16.0,9.0,10.0
25854,1.0,16.0,9.0,13.0
25855,1.0,16.0,9.0,16.0
25856,1.0,16.0,9.0,19.0
25857,1.0,16.0,9.0,22.0
25858,1.0,16.0,9.0,25.0
25859,1.0,16.0,9.0,28.0
25860,1.0,16.0,10.0,1.0
25861,1.0,16.0,10.0,4.0
25862,1.0,16.0,10.0,7.0
25863,1.0,16.0,10.0,10.0
25864,1.0,16.0,10.0,13.0
25865,1.0,16.0,10.0,16.0
25866,1.0,16.0,10.0,19.0
25867,1.0,16.0,10.0,22.0
25868,1.0,16.0,10.0,25.0
25869,1.0,16.0,10.0,28.0
25870,1.0,16.0,11.0,1.0
25871,1.0,16.0,11.0,4.0
25872,1.0,16.0,11.0,7.0
25873,1.0,16.0,11.0,10.0
25874,1.0,16.0,11.0,13.0
25875,1.0,16.0,11.0,16.0
25876,1.0,16.0,11.0,19.0
25877,1.0,16.0,11.0,22.0
25878,1.0,16.0,11.0,25.0
25879,1.0,16.0,11.0,28.0
25880,1.0,16.0,12.0,1.0
25881,1.0,16.0,12.0,4.0
25882,1.0,16.0,12.0,7.0
25883,1.0,16.0,12.0,10.0
25884,1.0,16.0,12.0,13.0
25885,1.0,16.0,12.0,16.0
25886,1.0,16.0,12.0,19.0
25887,1.0,16.0,12.0,22.0
25888,1.0,16.0,12.0,25.0
25889,1.0,16.0,12.0,28.0
25890,1.0,16.0,13.0,1.0
25891,1.0,16.0,13.0,4.0
25892,1.0,16.0,13.0,7.0
25893,1.0,16.0,13.0,10.0
25894,1.0,16.0,13.0,13.0
25895,1.0,16.0,13.0,16.0
25896,1.0,16.0,13.0,19.0
25897,1.0,16.0,13.0,22.0
25898,1.0,16.0,13.0,25.0
25899,1.0,16.0,13.0,28.0
25900,1.0,16.0,14.0,1.0
25901,1.0,16.0,14.0,4.0
25902,1.0,16.0,14.0,7.0
25903,1.0,16.0,14.0,10.0
25904,1.0,16.0,14.0,13.0
25905,1.0,16.0,14.0,16.0
25906,1.0,16.0,14.0,19.0
25907,1.0,16.0,14.0,22.0
25908,1.0,16.0,14.0,25.0
25909,1.0,16.0,14.0,28.0
25910,1.0,16.0,15.0,1.0
25911,1.0,16.0,15.0,4.0
25912,1.0,16.0,15.0,7.0
25913,1.0,16.0,15.0,10.0
25914,1.0,16.0,15.0,13.0
25915,1.0,16.0,15.0,16.0
25916,1.0,16.0,15.0,19.0
25917,1.0,16.0,15.0,22.0
25918,1.0,16.0,15.0,25.0
25919,1.0,16.0,15.0,28.0
25920,1.0,16.0,16.0,1.0
25921,1.0,16.0,16.0,4.0
25922,1.0,16.0,16.0,7.0
25923,1.0,16.0,16.0,10.0
25924,1.0,16.0,16.0,13.0
25925,1.0,16.0,16.0,16.0
25926,1.0,16.0,16.0,19.0
25927,1.0,16.0,16.0,22.0
25928,1.0,16.0,16.0,25.0
25929,1.0,16.0,16.0,28.0
25930,1.0,16.0,17.0,1.0
25931,1.0,16.0,17.0,4.0
25932,1.0,16.0,17.0,7.0
25933,1.0,16.0,17.0,10.0
25934,1.0,16.0,17.0,13.0
25935,1.0,16.0,17.0,16.0
25936,1.0,16.0,17.0,19.0
25937,1.0,16.0,17.0,22.0
25938,1.0,16.0,17.0,25.0
25939,1.0,16.0,17.0,28.0
25940,1.0,16.0,18.0,1.0
25941,1.0,16.0,18.0,4.0
25942,1.0,16.0,18.0,7.0
25943,1.0,16.0,18.0,10.0
25944,1.0,16.0,18.0,13.0
25945,1.0,16.0,18.0,16.0
25946,1.0,16.0,18.0,19.0
25947,1.0,16.0,18.0,22.0
25948,1.0,16.0,18.0,25.0
25949,1.0,16.0,18.0,28.0
25950,1.0,16.0,19.0,1.0
25951,1.0,16.0,19.0,4.0
25952,1.0,16.0,19.0,7.0
25953,1.0,16.0,19.0,10.0
25954,1.0,16.0,19.0,13.0
25955,1.0,16.0,19.0,16.0
25956,1.0,16.0,19.0,19.0
25957,1.0,16.0,19.0,22.0
25958,1.0,16.0,19.0,25.0
25959,1.0,16.0,19.0,28.0
25960,1.0,16.0,20.0,1.0
25961,1.0,16.0,20.0,4.0
25962,1.0,16.0,20.0,7.0
25963,1.0,16.0,20.0,10.0
25964,1.0,16.0,20.0,13.0
25965,1.0,16.0,20.0,16.0
25966,1.0,16.0,20.0,19.0
25967,1.0,16.0,20.0,22.0
25968,1.0,16.0,20.0,25.0
25969,1.0,16.0,20.0,28.0
25970,1.0,16.0,21.0,1.0
25971,1.0,16.0,21.0,4.0
25972,1.0,16.0,21.0,7.0
25973,1.0,16.0,21.0,10.0
25974,1.0,16.0,21.0,13.0
25975,1.0,16.0,21.0,16.0
25976,1.0,16.0,21.0,19.0
25977,1.0,16.0,21.0,22.0
25978,1.0,16.0,21.0,25.0
25979,1.0,16.0,21.0,28.0
25980,1.0,16.0,22.0,1.0
25981,1.0,16.0,22.0,4.0
25982,1.0,16.0,22.0,7.0
25983,1.0,16.0,22.0,10.0
25984,1.0,16.0,22.0,13.0
25985,1.0,16.0,22.0,16.0
25986,1.0,16.0,22.0,19.0
25987,1.0,16.0,22.0,22.0
25988,1.0,16.0,22.0,25.0
25989,1.0,16.0,22.0,28.0
25990,1.0,16.0,23.0,1.0
25991,1.0,16.0,23.0,4.0
25992,1.0,16.0,23.0,7.0
25993,1.0,16.0,23.0,10.0
25994,1.0,16.0,23.0,13.0
25995,1.0,16.0,23.0,16.0
25996,1.0,16.0,23.0,19.0
25997,1.0,16.0,23.0,22.0
25998,1.0,16.0,23.0,25.0
25999,1.0,16.0,23.0,28.0
26000,1.0,16.0,24.0,1.0
26001,1.0,16.0,24.0,4.0
26002,1.0,16.0,24.0,7.0
26003,1.0,16.0,24.0,10.0
26004,1.0,16.0,24.0,13.0
26005,1.0,16.0,24.0,16.0
26006,1.0,16.0,24.0,19.0
26007,1.0,16.0,24.0,22.0
26008,1.0,16.0,24.0,25.0
26009,1.0,16.0,24.0,28.0
26010,1.0,16.0,25.0,1.0
26011,1.0,16.0,25.0,4.0
26012,1.0,16.0,25.0,7.0
26013,1.0,16.0,25.0,10.0
26014,1.0,16.0,25.0,13.0
26015,1.0,16.0,25.0,16.0
26016,1.0,16.0,25.0,19.0
26017,1.0,16.0,25.0,22.0
26018,1.0,16.0,25.0,25.0
26019,1.0,16.0,25.0,28.0
26020,1.0,16.0,26.0,1.0
26021,1.0,16.0,26.0,4.0
26022,1.0,16.0,26.0,7.0
26023,1.0,16.0,26.0,10.0
26024,1.0,16.0,26.0,13.0
26025,1.0,16.0,26.0,16.0
26026,1.0,16.0,26.0,19.0
26027,1.0,16.0,26.0,22.0
26028,1.0,16.0,26.0,25.0
26029,1.0,16.0,26.0,28.0
26030,1.0,16.0,27.0,1.0
26031,1.0,16.0,27.0,4.0
26032,1.0,16.0,27.0,7.0
26033,1.0,16.0,27.0,10.0
26034,1.0,16.0,27.0,13.0
26035,1.0,16.0,27.0,16.0
26036,1.0,16.0,27.0,19.0
26037,1.0,16.0,27.0,22.0
26038,1.0,16.0,27.0,25.0
26039,1.0,16.0,27.0,28.0
26040,1.0,16.0,28.0,1.0
26041,1.0,16.0,28.0,4.0
26042,1.0,16.0,28.0,7.0
26043,1.0,16.0,28.0,10.0
26044,1.0,16.0,28.0,13.0
26045,1.0,16.0,28.0,16.0
26046,1.0,16.0,28.0,19.0
26047,1.0,16.0,28.0,22.0
26048,1.0,16.0,28.0,25.0
26049,1.0,16.0,28.0,28.0
26050,1.0,16.0,29.0,1.0
26051,1.0,16.0,29.0,4.0
26052,1.0,16.0,29.0,7.0
26053,1.0,16.0,29.0,10.0
26054,1.0,16.0,29.0,13.0
26055,1.0,16.0,29.0,16.0
26056,1.0,16.0,29.0,19.0
26057,1.0,16.0,29.0,22.0
26058,1.0,16.0,29.0,25.0
26059,1.0,16.0,29.0,28.0
26060,1.0,16.0,30.0,1.0
26061,1.0,16.0,30.0,4.0
26062,1.0,16.0,30.0,7.0
26063,1.0,16.0,30.0,10.0
26064,1.0,16.0,30.0,13.0
26065,1.0,16.0,30.0,16.0
26066,1.0,16.0,30.0,19.0
26067,1.0,16.0,30.0,22.0
26068,1.0,16.0,30.0,25.0
26069,1.0,16.0,30.0,28.0
26070,1.0,16.0,31.0,1.0
26071,1.0,16.0,31.0,4.0
26072,1.0,16.0,31.0,7.0
26073,1.0,16.0,31.0,10.0
26074,1.0,16.0,31.0,13.0
26075,1.0,16.0,31.0,16.0
26076,1.0,16.0,31.0,19.0
26077,1.0,16.0,31.0,22.0
26078,1.0,16.0,31.0,25.0
26079,1.0,16.0,31.0,28.0
26080,1.0,16.0,32.0,1.0
26081,1.0,16.0,32.0,4.0
26082,1.0,16.0,32.0,7.0
26083,1.0,16.0,32.0,10.0
26084,1.0,16.0,32.0,13.0
26085,1.0,16.0,32.0,16.0
26086,1.0,16.0,32.0,19.0
26087,1.0,16.0,32.0,22.0
26088,1.0,16.0,32.0,25.0
26089,1.0,16.0,32.0,28.0
26090,1.0,16.0,33.0,1.0
26091,1.0,16.0,33.0,4.0
26092,1.0,16.0,33.0,7.0
26093,1.0,16.0,33.0,10.0
26094,1.0,16.0,33.0,13.0
26095,1.0,16.0,33.0,16.0
26096,1.0,16.0,33.0,19.0
26097,1.0,16.0,33.0,22.0
26098,1.0,16.0,33.0,25.0
26099,1.0,16.0,33.0,28.0
26100,1.0,16.0,34.0,1.0
26101,1.0,16.0,34.0,4.0
26102,1.0,16.0,34.0,7.0
26103,1.0,16.0,34.0,10.0
26104,1.0,16.0,34.0,13.0
26105,1.0,16.0,34.0,16.0
26106,1.0,16.0,34.0,19.0
26107,1.0,16.0,34.0,22.0
26108,1.0,16.0,34.0,25.0
26109,1.0,16.0,34.0,28.0
26110,1.0,16.0,35.0,1.0
26111,1.0,16.0,35.0,4.0
26112,1.0,16.0,35.0,7.0
26113,1.0,16.0,35.0,10.0
26114,1.0,16.0,35.0,13.0
26115,1.0,16.0,35.0,16.0
26116,1.0,16.0,35.0,19.0
26117,1.0,16.0,35.0,22.0
26118,1.0,16.0,35.0,25.0
26119,1.0,16.0,35.0,28.0
26120,1.0,16.0,36.0,1.0
26121,1.0,16.0,36.0,4.0
26122,1.0,16.0,36.0,7.0
26123,1.0,16.0,36.0,10.0
26124,1.0,16.0,36.0,13.0
26125,1.0,16.0,36.0,16.0
26126,1.0,16.0,36.0,19.0
26127,1.0,16.0,36.0,22.0
26128,1.0,16.0,36.0,25.0
26129,1.0,16.0,36.0,28.0
26130,1.0,16.0,37.0,1.0
26131,1.0,16.0,37.0,4.0
26132,1.0,16.0,37.0,7.0
26133,1.0,16.0,37.0,10.0
26134,1.0,16.0,37.0,13.0
26135,1.0,16.0,37.0,16.0
26136,1.0,16.0,37.0,19.0
26137,1.0,16.0,37.0,22.0
26138,1.0,16.0,37.0,25.0
26139,1.0,16.0,37.0,28.0
26140,1.0,16.0,38.0,1.0
26141,1.0,16.0,38.0,4.0
26142,1.0,16.0,38.0,7.0
26143,1.0,16.0,38.0,10.0
26144,1.0,16.0,38.0,13.0
26145,1.0,16.0,38.0,16.0
26146,1.0,16.0,38.0,19.0
26147,1.0,16.0,38.0,22.0
26148,1.0,16.0,38.0,25.0
26149,1.0,16.0,38.0,28.0
26150,1.0,16.0,39.0,1.0
26151,1.0,16.0,39.0,4.0
26152,1.0,16.0,39.0,7.0
26153,1.0,16.0,39.0,10.0
26154,1.0,16.0,39.0,13.0
26155,1.0,16.0,39.0,16.0
26156,1.0,16.0,39.0,19.0
26157,1.0,16.0,39.0,22.0
26158,1.0,16.0,39.0,25.0
26159,1.0,16.0,39.0,28.0
26160,1.0,16.0,40.0,1.0
26161,1.0,16.0,40.0,4.0
