,0,1,2,3
572,1.0,0.0,57.0,7.0
573,1.0,0.0,57.0,10.0
574,1.0,0.0,57.0,13.0
575,1.0,0.0,57.0,16.0
576,1.0,0.0,57.0,19.0
577,1.0,0.0,57.0,22.0
578,1.0,0.0,57.0,25.0
579,1.0,0.0,57.0,28.0
580,1.0,0.0,58.0,1.0
581,1.0,0.0,58.0,4.0
582,1.0,0.0,58.0,7.0
583,1.0,0.0,58.0,10.0
584,1.0,0.0,58.0,13.0
585,1.0,0.0,58.0,16.0
586,1.0,0.0,58.0,19.0
587,1.0,0.0,58.0,22.0
588,1.0,0.0,58.0,25.0
589,1.0,0.0,58.0,28.0
590,1.0,0.0,59.0,1.0
591,1.0,0.0,59.0,4.0
592,1.0,0.0,59.0,7.0
593,1.0,0.0,59.0,10.0
594,1.0,0.0,59.0,13.0
595,1.0,0.0,59.0,16.0
596,1.0,0.0,59.0,19.0
597,1.0,0.0,59.0,22.0
598,1.0,0.0,59.0,25.0
599,1.0,0.0,59.0,28.0
600,1.0,0.0,60.0,1.0
601,1.0,0.0,60.0,4.0
602,1.0,0.0,60.0,7.0
603,1.0,0.0,60.0,10.0
604,1.0,0.0,60.0,13.0
605,1.0,0.0,60.0,16.0
606,1.0,0.0,60.0,19.0
607,1.0,0.0,60.0,22.0
608,1.0,0.0,60.0,25.0
609,1.0,0.0,60.0,28.0
610,1.0,0.0,61.0,1.0
611,1.0,0.0,61.0,4.0
612,1.0,0.0,61.0,7.0
613,1.0,0.0,61.0,10.0
614,1.0,0.0,61.0,13.0
615,1.0,0.0,61.0,16.0
616,1.0,0.0,61.0,19.0
617,1.0,0.0,61.0,22.0
618,1.0,0.0,61.0,25.0
619,1.0,0.0,61.0,28.0
620,1.0,0.0,62.0,1.0
621,1.0,0.0,62.0,4.0
622,1.0,0.0,62.0,7.0
623,1.0,0.0,62.0,10.0
624,1.0,0.0,62.0,13.0
625,1.0,0.0,62.0,16.0
626,1.0,0.0,62.0,19.0
627,1.0,0.0,62.0,22.0
628,1.0,0.0,62.0,25.0
629,1.0,0.0,62.0,28.0
630,1.0,0.0,63.0,1.0
631,1.0,0.0,63.0,4.0
632,1.0,0.0,63.0,7.0
633,1.0,0.0,63.0,10.0
634,1.0,0.0,63.0,13.0
635,1.0,0.0,63.0,16.0
636,1.0,0.0,63.0,19.0
637,1.0,0.0,63.0,22.0
638,1.0,0.0,63.0,25.0
639,1.0,0.0,63.0,28.0
640,1.0,0.0,64.0,1.0
641,1.0,0.0,64.0,4.0
642,1.0,0.0,64.0,7.0
643,1.0,0.0,64.0,10.0
644,1.0,0.0,64.0,13.0
645,1.0,0.0,64.0,16.0
646,1.0,0.0,64.0,19.0
647,1.0,0.0,64.0,22.0
648,1.0,0.0,64.0,25.0
649,1.0,0.0,64.0,28.0
650,1.0,0.0,65.0,1.0
651,1.0,0.0,65.0,4.0
652,1.0,0.0,65.0,7.0
653,1.0,0.0,65.0,10.0
654,1.0,0.0,65.0,13.0
655,1.0,0.0,65.0,16.0
656,1.0,0.0,65.0,19.0
657,1.0,0.0,65.0,22.0
658,1.0,0.0,65.0,25.0
659,1.0,0.0,65.0,28.0
660,1.0,0.0,66.0,1.0
661,1.0,0.0,66.0,4.0
662,1.0,0.0,66.0,7.0
663,1.0,0.0,66.0,10.0
664,1.0,0.0,66.0,13.0
665,1.0,0.0,66.0,16.0
666,1.0,0.0,66.0,19.0
667,1.0,0.0,66.0,22.0
668,1.0,0.0,66.0,25.0
669,1.0,0.0,66.0,28.0
670,1.0,0.0,67.0,1.0
671,1.0,0.0,67.0,4.0
672,1.0,0.0,67.0,7.0
673,1.0,0.0,67.0,10.0
674,1.0,0.0,67.0,13.0
675,1.0,0.0,67.0,16.0
676,1.0,0.0,67.0,19.0
677,1.0,0.0,67.0,22.0
678,1.0,0.0,67.0,25.0
679,1.0,0.0,67.0,28.0
680,1.0,0.0,68.0,1.0
681,1.0,0.0,68.0,4.0
682,1.0,0.0,68.0,7.0
683,1.0,0.0,68.0,10.0
684,1.0,0.0,68.0,13.0
685,1.0,0.0,68.0,16.0
686,1.0,0.0,68.0,19.0
687,1.0,0.0,68.0,22.0
688,1.0,0.0,68.0,25.0
689,1.0,0.0,68.0,28.0
690,1.0,0.0,69.0,1.0
691,1.0,0.0,69.0,4.0
692,1.0,0.0,69.0,7.0
693,1.0,0.0,69.0,10.0
694,1.0,0.0,69.0,13.0
695,1.0,0.0,69.0,16.0
696,1.0,0.0,69.0,19.0
697,1.0,0.0,69.0,22.0
698,1.0,0.0,69.0,25.0
699,1.0,0.0,69.0,28.0
700,1.0,0.0,70.0,1.0
701,1.0,0.0,70.0,4.0
702,1.0,0.0,70.0,7.0
703,1.0,0.0,70.0,10.0
704,1.0,0.0,70.0,13.0
705,1.0,0.0,70.0,16.0
706,1.0,0.0,70.0,19.0
707,1.0,0.0,70.0,22.0
708,1.0,0.0,70.0,25.0
709,1.0,0.0,70.0,28.0
710,1.0,0.0,71.0,1.0
711,1.0,0.0,71.0,4.0
712,1.0,0.0,71.0,7.0
713,1.0,0.0,71.0,10.0
714,1.0,0.0,71.0,13.0
715,1.0,0.0,71.0,16.0
716,1.0,0.0,71.0,19.0
717,1.0,0.0,71.0,22.0
718,1.0,0.0,71.0,25.0
719,1.0,0.0,71.0,28.0
720,1.0,0.0,72.0,1.0
721,1.0,0.0,72.0,4.0
722,1.0,0.0,72.0,7.0
723,1.0,0.0,72.0,10.0
724,1.0,0.0,72.0,13.0
725,1.0,0.0,72.0,16.0
726,1.0,0.0,72.0,19.0
727,1.0,0.0,72.0,22.0
728,1.0,0.0,72.0,25.0
729,1.0,0.0,72.0,28.0
730,1.0,0.0,73.0,1.0
731,1.0,0.0,73.0,4.0
732,1.0,0.0,73.0,7.0
733,1.0,0.0,73.0,10.0
734,1.0,0.0,73.0,13.0
735,1.0,0.0,73.0,16.0
736,1.0,0.0,73.0,19.0
737,1.0,0.0,73.0,22.0
738,1.0,0.0,73.0,25.0
739,1.0,0.0,73.0,28.0
740,1.0,0.0,74.0,1.0
741,1.0,0.0,74.0,4.0
742,1.0,0.0,74.0,7.0
743,1.0,0.0,74.0,10.0
744,1.0,0.0,74.0,13.0
745,1.0,0.0,74.0,16.0
746,1.0,0.0,74.0,19.0
747,1.0,0.0,74.0,22.0
748,1.0,0.0,74.0,25.0
749,1.0,0.0,74.0,28.0
750,1.0,0.0,75.0,1.0
751,1.0,0.0,75.0,4.0
752,1.0,0.0,75.0,7.0
753,1.0,0.0,75.0,10.0
754,1.0,0.0,75.0,13.0
755,1.0,0.0,75.0,16.0
756,1.0,0.0,75.0,19.0
757,1.0,0.0,75.0,22.0
758,1.0,0.0,75.0,25.0
759,1.0,0.0,75.0,28.0
760,1.0,0.0,76.0,1.0
761,1.0,0.0,76.0,4.0
762,1.0,0.0,76.0,7.0
763,1.0,0.0,76.0,10.0
764,1.0,0.0,76.0,13.0
765,1.0,0.0,76.0,16.0
766,1.0,0.0,76.0,19.0
767,1.0,0.0,76.0,22.0
768,1.0,0.0,76.0,25.0
769,1.0,0.0,76.0,28.0
770,1.0,0.0,77.0,1.0
771,1.0,0.0,77.0,4.0
772,1.0,0.0,77.0,7.0
773,1.0,0.0,77.0,10.0
